Cod_setor;Cod_Grandes Regiões;Nome_Grande_Regiao;Cod_UF;Nome_da_UF ;Cod_meso;Nome_da_meso;Cod_micro;Nome_da_micro;Cod_RM;Nome_da_RM;Cod_municipio;Nome_do_municipio;Cod_distrito;Nome_do_distrito;Cod_subdistrito;Nome_do_subdistrito;Cod_bairro;Nome_do_bairro;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134;V135;V136;V137;V138;V139;V140;V141;V142;V143;V144;V145;V146;V147;V148;V149;V150;V151;V152;V153;V154
354990405000427;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904018;Setor Socioeconômico 15;1;213;213;192;187;5;21;4;17;0;192;0;0;0;606;296;310;606;585;21;0;0;296;284;12;0;0;310;301;9;0;0;8;6;4;10;7;7;9;6;5;11;10;8;9;6;5;9;6;9;11;7;6;5;4;13;12;62;51;50;59;38;31;30;31;17;20;12;11;1;0;0;0;0;4;4;3;5;2;5;1;2;5;7;6;2;5;2;5;3;4;6;3;1;2;1;4;6;37;24;31;27;20;13;17;13;6;7;6;6;1;0;0;0;8;2;0;7;2;5;4;5;3;6;3;2;7;1;3;4;3;5;5;4;5;3;3;9;6;25;27;19;32;18;18;13;18;11;13;6;5;0;0;0;0
354990405000428;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904019;Setor Socioeconômico 16;1;240;240;234;233;1;6;0;6;0;234;0;0;0;777;372;405;777;775;2;0;0;372;371;1;0;0;405;404;1;0;0;3;8;7;13;2;3;5;8;8;12;6;8;11;8;6;16;10;7;12;14;15;11;13;24;18;83;49;50;37;71;75;60;52;16;21;7;7;1;0;0;0;1;3;2;4;1;1;3;5;4;8;3;3;5;2;2;7;6;3;5;7;6;5;8;14;6;49;25;25;17;34;29;26;30;9;8;2;4;0;0;0;0;2;5;5;9;1;2;2;3;4;4;3;5;6;6;4;9;4;4;7;7;9;6;5;10;12;34;24;25;20;37;46;34;22;7;13;5;3;1;0;0;0
354990405000429;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904019;Setor Socioeconômico 16;1;225;225;214;214;0;11;2;9;0;214;0;0;0;760;365;395;760;760;0;0;0;365;365;0;0;0;395;395;0;0;0;11;6;7;4;4;7;8;6;6;11;11;11;8;3;11;11;8;17;6;18;5;14;17;14;16;99;58;37;39;60;85;65;29;17;8;10;8;3;1;1;0;6;2;5;4;2;3;4;1;4;4;8;6;3;2;5;2;4;9;2;8;3;5;9;8;5;55;34;19;21;23;35;33;14;8;4;1;3;0;1;0;0;5;4;2;0;2;4;4;5;2;7;3;5;5;1;6;9;4;8;4;10;2;9;8;6;11;44;24;18;18;37;50;32;15;9;4;9;5;3;0;1;0
354990405000430;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904019;Setor Socioeconômico 16;1;178;175;171;171;0;4;0;4;0;171;3;0;3;535;246;289;535;535;0;0;0;246;246;0;0;0;289;289;0;0;0;6;3;6;2;8;6;3;6;6;5;7;6;3;3;6;6;7;5;12;5;8;12;15;8;14;59;49;24;37;29;43;51;32;11;10;8;8;3;2;0;1;2;1;3;1;3;5;0;2;3;2;3;3;0;2;3;4;1;1;7;3;3;5;5;4;6;29;26;14;18;9;16;28;15;7;5;2;2;2;0;0;1;4;2;3;1;5;1;3;4;3;3;4;3;3;1;3;2;6;4;5;2;5;7;10;4;8;30;23;10;19;20;27;23;17;4;5;6;6;1;2;0;0
354990405000431;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904019;Setor Socioeconômico 16;1;195;195;182;182;0;13;0;13;0;182;0;0;0;587;294;293;587;587;0;0;0;294;294;0;0;0;293;293;0;0;0;3;2;9;7;4;6;5;11;7;9;11;9;7;9;10;5;12;10;7;14;10;13;7;13;10;51;47;46;44;31;41;34;30;18;10;12;7;5;1;0;0;3;2;3;4;3;4;3;8;3;5;4;5;4;6;5;4;9;2;3;4;5;5;6;6;7;25;21;25;22;17;19;18;16;6;3;2;3;3;1;0;0;0;0;6;3;1;2;2;3;4;4;7;4;3;3;5;1;3;8;4;10;5;8;1;7;3;26;26;21;22;14;22;16;14;12;7;10;4;2;0;0;0
354990405000432;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904019;Setor Socioeconômico 16;1;208;208;182;181;1;26;2;24;0;182;0;0;0;589;297;292;589;585;4;0;0;297;296;1;0;0;292;289;3;0;0;5;6;7;5;6;3;6;2;5;10;9;10;10;15;3;7;8;12;11;9;10;7;13;10;9;63;47;53;38;43;31;37;26;16;18;10;6;3;0;0;0;4;2;4;2;1;1;3;2;1;9;6;6;4;8;2;3;4;7;6;3;7;2;3;5;6;36;28;30;18;19;14;18;10;10;9;3;1;0;0;0;0;1;4;3;3;5;2;3;0;4;1;3;4;6;7;1;4;4;5;5;6;3;5;10;5;3;27;19;23;20;24;17;19;16;6;9;7;5;3;0;0;0
354990405000433;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904019;Setor Socioeconômico 16;1;159;159;147;145;2;12;2;10;0;147;0;0;0;500;230;270;500;494;6;0;0;230;227;3;0;0;270;267;3;0;0;6;7;9;9;4;6;5;11;7;6;5;5;6;9;6;7;4;8;9;7;11;10;8;10;9;63;41;34;25;38;48;36;15;7;3;3;0;2;0;1;0;2;3;4;4;3;4;5;6;4;1;1;5;4;5;3;2;3;2;7;5;5;4;3;5;5;26;18;16;9;13;19;19;6;5;3;0;0;1;0;0;0;4;4;5;5;1;2;0;5;3;5;4;0;2;4;3;5;1;6;2;2;6;6;5;5;4;37;23;18;16;25;29;17;9;2;0;3;0;1;0;1;0
354990405000434;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904019;Setor Socioeconômico 16;1;158;158;152;151;1;6;0;6;0;152;0;0;0;476;226;250;476;474;2;0;0;226;225;1;0;0;250;249;1;0;0;6;4;2;1;3;4;2;4;5;5;6;8;4;7;5;13;11;7;6;10;10;7;10;11;10;44;42;31;33;30;35;40;25;13;4;9;7;1;1;0;0;3;2;1;0;1;2;1;0;3;4;2;1;1;7;3;9;6;3;4;4;6;2;3;6;6;24;19;18;15;11;18;18;11;4;3;2;2;0;1;0;0;3;2;1;1;2;2;1;4;2;1;4;7;3;0;2;4;5;4;2;6;4;5;7;5;4;20;23;13;18;19;17;22;14;9;1;7;5;1;0;0;0
354990405000435;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904019;Setor Socioeconômico 16;1;172;172;161;161;0;11;0;11;0;161;0;0;0;558;262;296;558;558;0;0;0;262;262;0;0;0;296;296;0;0;0;4;3;8;5;6;9;11;9;5;8;3;8;9;7;11;11;6;8;4;5;6;9;11;17;13;60;50;40;34;34;46;38;21;17;12;5;2;3;0;0;0;2;1;5;2;2;1;5;6;4;5;3;3;4;2;5;5;4;5;3;2;4;5;5;10;8;31;22;19;16;9;22;18;9;7;5;1;1;1;0;0;0;2;2;3;3;4;8;6;3;1;3;0;5;5;5;6;6;2;3;1;3;2;4;6;7;5;29;28;21;18;25;24;20;12;10;7;4;1;2;0;0;0
354990405000436;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904021;Setor Socioeconômico 17A;2;246;246;213;210;3;33;5;28;0;213;0;0;0;730;349;381;730;723;7;0;0;349;344;5;0;0;381;379;2;0;0;5;11;7;16;10;4;8;14;5;12;11;12;13;16;12;16;9;11;10;14;19;12;21;8;17;71;58;52;58;55;42;39;21;23;8;6;1;0;2;1;0;2;5;2;8;7;2;6;5;3;3;4;5;7;9;5;11;3;4;4;9;7;4;12;2;8;39;31;19;29;29;16;20;13;10;1;5;0;0;0;0;0;3;6;5;8;3;2;2;9;2;9;7;7;6;7;7;5;6;7;6;5;12;8;9;6;9;32;27;33;29;26;26;19;8;13;7;1;1;0;2;1;0
354990405000437;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904015;Setor Socioeconômico 12;1;283;283;273;273;0;10;0;10;0;273;0;0;0;1046;501;545;1046;1046;0;0;0;501;501;0;0;0;545;545;0;0;0;22;14;18;13;25;20;14;19;18;23;29;26;20;28;32;23;22;20;30;31;26;21;24;16;21;76;80;73;73;61;45;36;20;11;6;5;3;1;0;1;0;13;10;9;9;11;9;5;13;6;11;16;20;12;14;13;10;7;9;12;16;13;13;9;7;12;38;37;36;30;27;22;13;7;6;1;3;1;0;0;1;0;9;4;9;4;14;11;9;6;12;12;13;6;8;14;19;13;15;11;18;15;13;8;15;9;9;38;43;37;43;34;23;23;13;5;5;2;2;1;0;0;0
354990405000438;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904015;Setor Socioeconômico 12;1;150;149;144;144;0;5;0;5;1;145;0;0;0;500;237;263;500;499;0;1;0;237;236;0;1;0;263;263;0;0;0;11;10;5;8;7;10;3;10;11;9;9;5;10;13;8;15;12;10;7;16;20;12;8;8;5;35;43;32;38;41;18;21;11;6;6;2;4;1;0;0;0;4;3;3;4;3;5;0;3;5;5;6;4;6;9;4;6;6;6;2;8;12;7;5;4;3;18;21;16;16;19;6;7;4;3;1;1;2;0;0;0;0;7;7;2;4;4;5;3;7;6;4;3;1;4;4;4;9;6;4;5;8;8;5;3;4;2;17;22;16;22;22;12;14;7;3;5;1;2;1;0;0;0
354990405000439;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904016;Setor Socioeconômico 13;1;160;160;134;130;4;26;5;21;0;134;0;0;0;332;150;182;332;320;12;0;0;150;145;5;0;0;182;175;7;0;0;7;4;8;6;8;4;8;4;2;8;9;4;5;2;4;6;2;2;2;2;5;0;4;7;11;49;45;42;25;11;9;10;4;8;3;0;2;0;0;0;0;1;3;5;2;4;2;3;4;1;6;4;2;3;1;0;2;1;1;0;0;1;0;1;5;4;27;15;21;13;4;5;5;1;2;1;0;0;0;0;0;0;6;1;3;4;4;2;5;0;1;2;5;2;2;1;4;4;1;1;2;2;4;0;3;2;7;22;30;21;12;7;4;5;3;6;2;0;2;0;0;0;0
354990405000440;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904016;Setor Socioeconômico 13;1;245;245;229;221;8;16;0;16;0;229;0;0;0;774;373;401;774;752;22;0;0;373;364;9;0;0;401;388;13;0;0;8;5;10;11;8;10;9;9;16;12;12;12;15;9;19;11;17;11;5;16;15;14;10;10;17;75;60;63;55;48;66;36;33;16;16;11;2;2;0;0;0;4;2;8;4;5;4;4;5;7;8;4;5;11;6;5;5;8;6;3;11;5;6;5;5;7;42;22;27;29;23;31;16;13;9;8;8;1;1;0;0;0;4;3;2;7;3;6;5;4;9;4;8;7;4;3;14;6;9;5;2;5;10;8;5;5;10;33;38;36;26;25;35;20;20;7;8;3;1;1;0;0;0
354990405000441;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904016;Setor Socioeconômico 13;1;176;176;152;151;1;24;7;17;0;152;0;0;0;404;187;217;404;400;4;0;0;187;185;2;0;0;217;215;2;0;0;11;5;6;11;5;7;3;8;4;5;1;8;4;5;6;8;3;9;2;6;6;11;9;6;10;63;49;30;43;23;11;10;10;3;1;1;1;0;0;0;0;4;2;2;8;2;6;2;4;2;2;0;5;1;3;3;5;1;5;1;4;1;4;4;2;3;32;22;15;15;16;5;2;4;0;0;0;0;0;0;0;0;7;3;4;3;3;1;1;4;2;3;1;3;3;2;3;3;2;4;1;2;5;7;5;4;7;31;27;15;28;7;6;8;6;3;1;1;1;0;0;0;0
354990405000442;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904016;Setor Socioeconômico 13;1;288;288;243;240;3;45;7;38;0;243;0;0;0;684;327;357;684;670;14;0;0;327;320;7;0;0;357;350;7;0;0;9;8;12;13;12;10;11;10;11;15;5;12;12;6;12;12;12;6;8;9;14;11;11;14;11;96;85;48;60;54;31;14;13;7;5;2;3;0;0;0;0;5;2;6;8;8;5;6;6;5;8;2;6;5;3;8;6;10;2;5;5;6;5;3;2;5;48;42;21;24;25;18;5;7;2;2;1;0;0;0;0;0;4;6;6;5;4;5;5;4;6;7;3;6;7;3;4;6;2;4;3;4;8;6;8;12;6;48;43;27;36;29;13;9;6;5;3;1;3;0;0;0;0
354990405000443;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904016;Setor Socioeconômico 13;1;176;176;154;152;2;22;10;12;0;154;0;0;0;401;188;213;401;393;8;0;0;188;185;3;0;0;213;208;5;0;0;6;6;5;7;5;4;5;7;8;7;7;5;7;7;8;7;4;6;6;4;6;5;4;6;4;48;58;32;45;27;17;8;6;6;2;4;2;0;0;0;0;3;3;4;2;3;3;3;5;4;3;3;4;4;3;4;3;4;2;3;1;5;2;3;5;2;17;30;14;19;12;7;2;2;1;1;1;1;0;0;0;0;3;3;1;5;2;1;2;2;4;4;4;1;3;4;4;4;0;4;3;3;1;3;1;1;2;31;28;18;26;15;10;6;4;5;1;3;1;0;0;0;0
354990405000444;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904016;Setor Socioeconômico 13;1;380;380;345;344;1;35;9;26;0;345;0;0;0;1250;594;656;1250;1247;3;0;0;594;593;1;0;0;656;654;2;0;0;16;16;19;21;22;22;25;17;22;13;31;32;28;18;25;22;22;17;26;17;15;21;25;19;20;100;108;114;99;98;63;42;30;37;16;3;6;2;1;0;0;7;8;8;11;15;13;11;10;9;4;13;15;16;11;11;14;9;12;13;6;5;11;9;9;10;37;50;58;45;49;31;22;12;14;8;3;4;0;1;0;0;9;8;11;10;7;9;14;7;13;9;18;17;12;7;14;8;13;5;13;11;10;10;16;10;10;63;58;56;54;49;32;20;18;23;8;0;2;2;0;0;0
354990405000445;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904016;Setor Socioeconômico 13;2;143;143;123;106;17;20;13;7;0;123;0;0;0;467;237;230;467;414;53;0;0;237;213;24;0;0;230;201;29;0;0;6;6;5;9;7;7;4;7;9;5;12;4;5;11;10;5;14;6;13;10;11;3;7;9;8;45;30;38;32;37;24;20;23;4;7;5;7;2;0;0;0;4;1;3;7;4;3;2;3;5;1;7;3;1;6;6;2;9;3;6;6;4;2;3;5;5;19;16;16;17;19;10;16;10;2;4;2;5;0;0;0;0;2;5;2;2;3;4;2;4;4;4;5;1;4;5;4;3;5;3;7;4;7;1;4;4;3;26;14;22;15;18;14;4;13;2;3;3;2;2;0;0;0
354990405000446;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904016;Setor Socioeconômico 13;1;263;261;243;238;5;18;6;12;0;243;2;0;2;853;418;435;853;832;21;0;0;418;413;5;0;0;435;419;16;0;0;11;13;9;12;11;16;4;11;9;11;9;13;13;12;9;13;9;13;12;19;19;15;16;22;18;92;60;43;65;64;64;50;46;20;12;7;8;2;1;0;0;3;7;5;4;5;11;3;7;6;4;5;9;8;5;5;5;5;8;7;6;11;9;7;14;12;43;24;19;26;33;29;30;22;7;6;4;3;0;1;0;0;8;6;4;8;6;5;1;4;3;7;4;4;5;7;4;8;4;5;5;13;8;6;9;8;6;49;36;24;39;31;35;20;24;13;6;3;5;2;0;0;0
354990405000447;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904016;Setor Socioeconômico 13;1;295;295;274;269;5;21;2;19;0;274;0;0;0;964;477;487;964;948;16;0;0;477;469;8;0;0;487;479;8;0;0;10;8;9;8;14;10;14;13;14;15;11;13;17;15;22;11;13;15;8;18;20;26;17;20;21;101;87;68;68;64;86;50;39;14;8;10;0;5;1;1;0;7;4;1;5;6;4;4;8;8;8;5;9;8;7;8;6;9;8;4;8;12;18;9;12;9;50;36;37;33;27;41;26;21;8;3;4;0;3;0;1;0;3;4;8;3;8;6;10;5;6;7;6;4;9;8;14;5;4;7;4;10;8;8;8;8;12;51;51;31;35;37;45;24;18;6;5;6;0;2;1;0;0
354990405000449;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904016;Setor Socioeconômico 13;1;207;207;194;194;0;13;1;12;0;194;0;0;0;661;316;345;661;661;0;0;0;316;316;0;0;0;345;345;0;0;0;6;5;9;7;3;12;3;5;3;8;8;10;6;7;13;12;16;11;8;14;10;13;12;13;13;83;57;40;47;42;57;31;38;13;12;10;4;0;0;0;0;3;2;6;4;2;6;1;3;1;3;4;4;4;4;7;3;4;5;4;8;2;7;6;8;7;44;31;19;21;16;25;17;18;3;7;5;2;0;0;0;0;3;3;3;3;1;6;2;2;2;5;4;6;2;3;6;9;12;6;4;6;8;6;6;5;6;39;26;21;26;26;32;14;20;10;5;5;2;0;0;0;0
354990405000450;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904016;Setor Socioeconômico 13;1;217;217;203;200;3;14;0;14;0;203;0;0;0;721;363;358;721;711;10;0;0;363;359;4;0;0;358;352;6;0;0;8;8;10;9;8;8;9;11;10;9;10;12;8;10;12;10;9;16;6;10;15;14;16;13;14;88;72;51;29;56;59;54;20;13;9;2;2;1;0;0;0;4;4;5;4;8;7;3;9;6;4;5;5;5;5;5;8;4;10;3;3;8;11;8;5;4;44;34;29;16;18;30;29;8;6;3;1;1;1;0;0;0;4;4;5;5;0;1;6;2;4;5;5;7;3;5;7;2;5;6;3;7;7;3;8;8;10;44;38;22;13;38;29;25;12;7;6;1;1;0;0;0;0
354990405000451;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904016;Setor Socioeconômico 13;1;227;227;210;207;3;17;0;17;0;210;0;0;0;702;325;377;702;691;11;0;0;325;318;7;0;0;377;373;4;0;0;4;8;11;8;10;6;3;8;10;10;7;6;9;6;11;11;13;9;13;8;13;18;13;17;17;82;46;41;44;40;52;64;37;18;11;6;6;5;0;1;0;1;5;5;4;6;4;1;2;4;3;4;3;4;4;7;6;8;6;6;4;4;7;4;7;12;41;23;18;19;13;24;27;15;12;6;2;2;2;0;0;0;3;3;6;4;4;2;2;6;6;7;3;3;5;2;4;5;5;3;7;4;9;11;9;10;5;41;23;23;25;27;28;37;22;6;5;4;4;3;0;1;0
354990405000452;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904016;Setor Socioeconômico 13;1;208;208;197;191;6;11;0;11;0;197;0;0;0;635;317;318;635;607;28;0;0;317;303;14;0;0;318;304;14;0;0;2;7;7;7;2;8;5;9;5;7;12;5;7;9;7;13;9;10;11;10;13;17;12;18;14;59;29;45;35;54;67;46;32;19;7;5;6;4;0;1;0;2;0;4;2;1;3;3;7;1;5;7;2;6;4;2;7;6;6;6;3;9;9;5;10;12;27;18;25;13;25;26;26;15;11;2;1;3;3;0;0;0;0;7;3;5;1;5;2;2;4;2;5;3;1;5;5;6;3;4;5;7;4;8;7;8;2;32;11;20;22;29;41;20;17;8;5;4;3;1;0;1;0
354990405000453;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904016;Setor Socioeconômico 13;1;302;302;293;287;6;9;0;9;0;293;0;0;0;1038;487;551;1038;1007;31;0;0;487;470;17;0;0;551;537;14;0;0;11;7;14;10;13;10;10;12;20;13;21;20;15;17;15;18;17;17;12;28;29;20;17;19;29;90;79;66;82;81;69;63;40;27;14;4;6;2;1;0;0;5;5;7;4;8;8;4;5;12;7;8;7;6;5;5;11;6;6;7;11;13;10;6;11;13;45;41;28;38;41;29;29;22;14;6;2;2;0;0;0;0;6;2;7;6;5;2;6;7;8;6;13;13;9;12;10;7;11;11;5;17;16;10;11;8;16;45;38;38;44;40;40;34;18;13;8;2;4;2;1;0;0
354990405000454;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904016;Setor Socioeconômico 13;1;244;244;223;222;1;21;6;15;0;223;0;0;0;741;362;379;741;737;4;0;0;362;360;2;0;0;379;377;2;0;0;9;10;8;9;7;7;7;10;10;7;11;14;11;9;6;15;13;15;15;20;12;11;19;14;12;88;73;49;51;41;64;46;24;9;6;4;2;3;0;0;0;5;5;2;4;4;2;2;5;8;5;5;8;4;4;3;4;6;11;6;11;5;2;9;10;5;48;39;24;23;16;29;27;13;3;3;0;1;1;0;0;0;4;5;6;5;3;5;5;5;2;2;6;6;7;5;3;11;7;4;9;9;7;9;10;4;7;40;34;25;28;25;35;19;11;6;3;4;1;2;0;0;0
354990405000455;3;Região Sudeste;35;São Paulo;3513;Vale do Paraíba Paulista;35050;São José dos Campos;0;Municípios não pertencentes a estrutura de RM;3549904;SÃO JOSÉ DOS CAMPOS;354990405;SÃO JOSÉ DOS CAMPOS;35499040500;SÃO JOSÉ DOS CAMPOS;3549904016;Setor Socioeconômico 13;1;314;314;286;286;0;28;4;24;0;286;0;0;0;967;471;496;967;967;0;0;0;471;471;0;0;0;496;496;0;0;0;11;10;13;12;13;3;12;9;15;11;17;19;15;16;20;14;12;11;12;18;13;19;20;19;18;90;78;62;70;75;67;69;39;23;16;9;7;7;3;0;0;9;6;8;8;11;2;5;5;10;3;8;9;4;7;9;9;5;6;3;12;7;11;12;9;11;41;39;32;27;33;32;29;22;13;5;0;3;4;2;0;0;2;4;5;4;2;1;7;4;5;8;9;10;11;9;11;5;7;5;9;6;6;8;8;10;7;49;39;30;43;42;35;40;17;10;11;9;4;3;1;0;0
